"prior","output"
"want to stay","home"
"want to stop","putting"
"want to support","charity"
"want to take","away"
"want to thank","everyone"
"want u to","know"
"want you ll","never"
"want you to","think"
"wanted me to","take"
"wanted to be","part"
"wanted to come","home"
"wanted to do","something"
"wanted to get","back"
"wanted to make","sure"
"wanted to pay","homage"
"wanted to say","hi"
"wanted you he","liked"
"wanted you to","know"
"wanting to be","good"
"wanting to get","ahead"
"wanting to go","back"
"wants a new","bridge"
"wants me to","start"
"wants to be","like"
"wants to come","home"
"wants to go","see"
"wants to make","sure"
"wants to play","draw"
"wants to wish","everyone"
"wants us to","believe"
"war between the","states"
"war of the","roses"
"war with the","red"
"ward as an","officer"
"warming as power","plants"
"warner knockouts were","worth"
"warped tour this","year"
"warrant for his","arrest"
"warrants have been","issued"
"was 2 for","4"
"was 2 years","old"
"was 20 years","ago"
"was 3 for","4"
"was 4 years","old"
"was 6 years","old"
"was 8 years","old"
"was a $","5"
"was a 19","year"
"was a 24","year"
"was a bad","idea"
"was a band","geek"
"was a beautiful","day"
"was a big","deal"
"was a bit","overwhelming"
"was a brown","paper"
"was a couple","years"
"was a damn","good"
"was a defensive","tackle"
"was a different","story"
"was a drum","major"
"was a few","inches"
"was a fierce","advocate"
"was a first","round"
"was a four","year"
"was a fun","night"
"was a funny","guy"
"was a good","day"
"was a great","day"
"was a healthy","scratch"
"was a high","school"
"was a huge","success"
"was a human","error"
"was a kind","man"
"was a little","bit"
"was a long","time"
"was a lot","better"
"was a lovely","day"
"was a major","factor"
"was a much","needed"
"was a near","perfect"
"was a nervous","wreck"
"was a new","experience"
"was a nice","relaxing"
"was a no","brainer"
"was a one","time"
"was a pleasure","meeting"
"was a pretty","good"
"was a productive","day"
"was a racially","motivated"
"was a real","problem"
"was a really","good"
"was a rough","day"
"was a small","child"
"was a smart","move"
"was a super","quick"
"was a terrible","tragedy"
"was a three","time"
"was a total","loss"
"was a tough","decision"
"was a two","time"
"was a very","good"
"was a wedding","gift"
"was a while","ago"
"was a wonderful","wonderful"
"was a year","ago"
"was a young","girl"
"was able to","get"
"was about to","get"
"was accused of","taking"
"was across the","street"
"was actually pretty","good"
"was afraid of","‘"
"was alive and","well"
"was all the","way"
"was already a","problem"
"was also a","member"
"was also my","first"
"was also the","first"
"was also very","good"
"was always a","need"
"was always the","one"
"was amazing so","glad"
"was among the","first"
"was an all","star"
"was an amazing","experience"
"was an eye","opener"
"was an important","part"
"was an incredible","experience"
"was an integral","part"
"was an only","child"
"was anxious to","get"
"was appointed by","gov"
"was arrested and","charged"
"was arrested on","suspicion"
"was asked to","call"
"was at least","one"
"was at the","bottom"
"was at this","point"
"was based on","something"
"was being a","bitch"
"was beyond my","control"
"was born and","raised"
"was born in","chicago"
"was born on","march"
"was born this","way"
"was bound to","happen"
"was by no","means"
"was called the","friend"
"was charged with","possession"
"was cited for","driving"
"was close to","90"
"was closed she","said"
"was coloured with","promarkers"
"was conferon global","services"
"was convicted and","sentenced"
"was convicted in","2008"
"was convicted of","child"
"was created by","one"
"was created to","help"
"was determined to","get"
"was diagnosed with","breast"
"was difficult to","get"
"was distributed by","mcclatchy"
"was doing so","well"
"was dribbling the","ball"
"was easy to","find"
"was ecstatic to","find"
"was elected in","2008"
"was enough to","make"
"was ever achieved","without"
"was everyone s","weekend"
"was excited to","see"
"was expecting to","see"
"was for a","good"
"was for the","best"
"was forced to","attend"
"was found not","guilty"
"was fun to","see"
"was getting a","little"
"was getting the","last"
"was given the","day"
"was glad to","see"
"was going three","miles"
"was going to","happen"
"was gone in","less"
"was gone of","course"
"was good to","see"
"was great as","always"
"was great can","t"
"was great they","re"
"was great to","see"
"was happy to","see"
"was hard to","understand"
"was having a","hard"
"was having an","affair"
"was having trouble","getting"
"was hilarious i","love"
"was hired as","vice"
"was his father","s"
"was his first","year"
"was hit and","killed"
"was i cannot","homeschool"
"was i didn","t"
"was i don","t"
"was i really","cut"
"was important to","come"
"was in a","hurry"
"was in high","school"
"was in his","car"
"was in many","ways"
"was in middle","school"
"was in my","early"
"was in new","york"
"was in north","carolina"
"was in serious","trouble"
"was in stable","condition"
"was in the","middle"
"was interesting to","see"
"was it s","like"
"was it wasn","t"
"was just a","little"
"was just as","good"
"was just long","enough"
"was just the","latest"
"was just too","good"
"was kind of","dumb"
"was laughing so","hard"
"was less than","$"
"was like a","year"
"was like i","m"
"was like that","s"
"was like to","live"
"was looking for","something"
"was love at","first"
"was more than","enough"
"was my favorite","part"
"was my first","time"
"was named vice","president"
"was near the","end"
"was necessary in","order"
"was never the","intention"
"was next in","line"
"was nice to","meet"
"was no big","deal"
"was no imminent","danger"
"was no longer","bound"
"was not a","good"
"was not an","easy"
"was not being","able"
"was not conservative","enough"
"was not done","filling"
"was not immediately","returned"
"was not so","lucky"
"was not the","case"
"was not too","large"
"was off the","hook"
"was on a","diet"
"was on her","way"
"was on his","way"
"was on my","way"
"was on the","phone"
"was on to","something"
"was one of","four"
"was only 3","years"
"was only a","matter"
"was only one","thing"
"was only three","days"
"was ordered to","pay"
"was out of","town"
"was over too","soon"
"was parked in","front"
"was planning on","getting"
"was pleased to","see"
"was plenty of","good"
"was probably the","first"
"was pronounced dead","shortly"
"was quick to","point"
"was ready to","go"
"was really looking","forward"
"was released from","jail"
"was released on","bond"
"was reported at","11"
"was running for","senate"
"was sad to","miss"
"was sentenced to","three"
"was set at","$"
"was set to","begin"
"was shaking and","crying"
"was she who","first"
"was shocked and","surprised"
"was shot and","killed"
"was signed into","law"
"was so much","fun"
"was stabbed to","death"
"was starting to","get"
"was still at","school"
"was still going","well"
"was stopped for","speeding"
"was struggling to","keep"
"was such a","good"
"was supposed to","say"
"was surprised at","first"
"was surprised to","see"
"was surprising to","see"
"was taking a","turn"
"was talking to","someone"
"was taught to","make"
"was that she","asked"
"was that they","didn"
"was the 1","song"
"was the best","decision"
"was the exact","opposite"
"was the first","time"
"was the focal","point"
"was the fourth","straight"
"was the funniest","thing"
"was the largest","since"
"was the last","time"
"was the main","attraction"
"was the most","disgusting"
"was the nation","s"
"was the only","one"
"was the perfect","thing"
"was the right","thing"
"was the second","time"
"was the single","biggest"
"was the state","s"
"was the team","s"
"was the very","first"
"was the winning","pitcher"
"was the women","s"
"was there to","support"
"was thinking more","like"
"was this one","guy"
"was thrilled of","course"
"was thrilled to","find"
"was time to","get"
"was tired of","seeing"
"was to be","found"
"was to find","somewhere"
"was to raise","awareness"
"was to throw","together"
"was too busy","trying"
"was too far","away"
"was treated and","released"
"was trying to","get"
"was unable to","play"
"was unavailable for","comment"
"was under the","impression"
"was what i","wanted"
"was while i","went"
"was willing to","take"
"was with somebody","else"
"was within reach","“"
"was without a","doubt"
"was worth a","try"
"was worth it","just"
"was worth the","wait"
"was your favorite","part"
"was your first","follower"
"washington county sheriff","s"
"washington d c","—"
"washington international thurgood","marshall"
"washington nicasio 2","0"
"washington president barack","obama"
"washington street between","observer"
"washington university in","st"
"washington university law","professor"
"wasn t 100","percent"
"wasn t a","big"
"wasn t an","easy"
"wasn t as","good"
"wasn t even","close"
"wasn t good","enough"
"wasn t immediately","clear"
"wasn t like","going"
"wasn t long","ago"
"wasn t my","favorite"
"wasn t really","expecting"
"wasn t so","bad"
"wasn t that","bad"
"wasn t the","case"
"wasn t too","bad"
"wasn t until","recently"
"wasn t very","nice"
"wasn t warm","enough"
"waste of my","time"
"wasted so much","time"
"waster no you","ain"
"watch & listen","2"
"watch american idol","online"
"watch i can","t"
"watch it i","love"
"watch on my","website"
"watch our new","show"
"watch the hunger","games"
"watch the second","half"
"watch the weather","channel"
"watch the whole","thing"
"watch them i","love"
"watch volunteer in","sanford"
"watch what you","tweet"
"watched the first","episode"
"watching a child","grow"
"watching a re","run"
"watching a scary","movie"
"watching game of","thrones"
"watching last week","s"
"watching never say","never"
"watching one tree","hill"
"watching the cars","go"
"watching the heat","game"
"watching the nfl","draft"
"watching the super","bowl"
"watching this game","right"
"watching this laker","game"
"watching what s","going"
"water as you","can"
"water in a","large"
"water in your","mask"
"water this holiday","season"
"water to a","boil"
"way at 33","/"
"way at this","point"
"way did you","get"
"way for a","family"
"way he should","go"
"way he was","going"
"way home from","work"
"way i can","get"
"way i don","t"
"way i was","going"
"way if you","re"
"way in the","back"
"way it doesn","t"
"way it is","supposed"
"way it s","going"
"way let s","see"
"way of doing","things"
"way on the","right"
"way oregon city","$"
"way out in","left"
"way out of","town"
"way over the","top"
"way pedestrian langrée","working"
"way run a","way"
"way shape or","form"
"way that you","can"
"way to a","hospice"
"way to be","productive"
"way to burn","calories"
"way to cook","pig"
"way to do","something"
"way to get","around"
"way to go","rt"
"way to have","fun"
"way to make","sure"
"way to mix","things"
"way to new","york"
"way to that","end"
"way to the","end"
"way to work","spend"
"way too long","since"
"way too much","time"
"way unless you","happen"
"way we re","going"
"way you could","get"
"way you d","get"
"wayne county executive","robert"
"wayne county prosecutor","s"
"wayne sold his","10"
"ways i can","t"
"ways to combat","mindless"
"ways to do","things"
"ways to make","money"
"ways to save","money"
"ways to use","social"
"ways with the","team"
"we ain t","going"
"we all could","use"
"we all don","t"
"we all have","different"
"we all make","mistakes"
"we already didn","t"
"we appreciate the","follow"
"we are a","better"
"we are all","excited"
"we are constantly","aware"
"we are encouraged","allowed"
"we are following","back"
"we are fox","sports"
"we are giving","away"
"we are god","s"
"we are in","trouble"
"we are looking","forward"
"we are no","longer"
"we are not","going"
"we are of","course"
"we are on","track"
"we are open","today"
"we are peaceful","people"
"we are really","excited"
"we are right","now"
"we are seeing","now"
"we are so","excited"
"we are spiritual","beings"
"we are still","working"
"we are super","excited"
"we are the","99"
"we are very","excited"
"we aren t","going"
"we as a","society"
"we believe that","god"
"we believe we","can"
"we bought a","zoo"
"we came to","see"
"we came we","saw"
"we can all","agree"
"we can and","must"
"we can be","sure"
"we can come","together"
"we can do","better"
"we can eat","&"
"we can ever","help"
"we can get","back"
"we can go","back"
"we can he","said"
"we can help","www"
"we can still","hear"
"we can t","wait"
"we can to","help"
"we can work","together"
"we cannot live","without"
"we come to","find"
"we come up","wit"
"we continue to","believe"
"we could be","reasonably"
"we could go","back"
"we could have","made"
"we couldn t","get"
"we crossed the","border"
"we d be","happy"
"we d look","like"
"we d never","seen"
"we decided to","try"
"we did a","lot"
"we did not","think"
"we did our","part"
"we didn t","get"
"we do a","lot"
"we do about","jesus"
"we do every","day"
"we do for","love"
"we do i","m"
"we do isn","t"
"we do not","need"
"we do this","every"
"we do w","/"
"we don t","know"
"we don ?","t"
"we ended up","going"
"we feel he","s"
"we fell in","love"
"we find a","way"
"we found the","best"
"we get a","lot"
"we get it","done"
"we get to","see"
"we getting our","best"
"we give winston","churchill"
"we give your","name"
"we go can","t"
"we go i","hate"
"we go on","around"
"we going to","get"
"we got a","lot"
"we got it","hot"
"we got our","first"
"we got to","see"
"we had a","great"
"we had an","amazing"
"we had been","waiting"
"we had no","idea"
"we had our","first"
"we had so","much"
"we had the","best"
"we had to","make"
"we hadn t","gotten"
"we hang out","soon"
"we have a","lot"
"we have all","seen"
"we have an","abundance"
"we have any","firearms"
"we have at","least"
"we have been","working"
"we have free","rolling"
"we have in","common"
"we have no","idea"
"we have so","many"
"we have some","great"
"we have taken","action"
"we have the","honor"
"we have to","make"
"we haven t","even"
"we hope to","see"
"we hope you","enjoyed"
"we jumped on","board"
"we just don","t"
"we just haven","t"
"we knew 20","years"
"we know a","lot"
"we know he","can"
"we know how","much"
"we know it","s"
"we know that","people"
"we know we","ve"
"we know what","s"
"we know you","re"
"we learned a","lot"
"we like the","idea"
"we like to","hear"
"we ll always","love"
"we ll be","able"
"we ll chat","soon"
"we ll do","anything"
"we ll finally","get"
"we ll give","u"
"we ll never","know"
"we ll talk","later"
"we love it","thanks"
"we love our","demi"
"we love so","much"
"we love the","way"
"we love you","austin"
"we love your","work"
"we made a","decision"
"we made our","way"
"we made the","right"
"we make a","life"
"we make the","best"
"we managed to","get"
"we may as","well"
"we may be","seeing"
"we may have","missed"
"we may never","know"
"we may not","know"
"we might be","able"
"we might not","even"
"we miss you","guys"
"we must never","forget"
"we need a","little"
"we need to","talk"
"we need your","help"
"we needed to","go"
"we nursed we","went"
"we offer 10","%"
"we offer a","free"
"we only have","one"
"we open at","4"
"we parked the","car"
"we probably don","t"
"we put a","lot"
"we re 100","%"
"we re a","little"
"we re all","just"
"we re always","looking"
"we re at","war"
"we re basically","going"
"we re big","fans"
"we re getting","close"
"we re giving","away"
"we re gonna","get"
"we re in","good"
"we re just","going"
"we re looking","forward"
"we re no","longer"
"we re not","going"
"we re now","seeing"
"we re on","season"
"we re open","till"
"we re pretty","excited"
"we re really","excited"
"we re recruiting","another"
"we re rewarding","10"
"we re so","excited"
"we re still","working"
"we re taking","care"
"we re the","ones"
"we re very","excited"
"we re working","hard"
"we really didn","t"
"we really don","t"
"we repeatedly do","excellence"
"we reserve the","right"
"we see him","back"
"we see the","world"
"we should be","able"
"we should do","something"
"we should have","done"
"we simply can","t"
"we spend a","lot"
"we spend our","time"
"we spent a","lot"
"we spent some","time"
"we spent the","entire"
"we still can","t"
"we still don","t"
"we still haven","t"
"we stop playing","george"
"we support everything","yu"
"we supposed to","believe"
"we take for","granted"
"we tend to","forget"
"we think he","s"
"we think it","s"
"we think we","re"
"we think you","re"
"we thought we","d"
"we tried to","work"
"we used to","say"
"we usually go","every"
"we ve all","agreed"
"we ve always","done"
"we ve been","working"
"we ve even","got"
"we ve ever","done"
"we ve got","two"
"we ve had","since"
"we ve just","got"
"we ve never","met"
"we ve only","got"
"we ve seen","many"
"we ve still","got"
"we want a","new"
"we want to","make"
"we wanted to","see"
"we went to","see"
"we were all","young"
"we were doing","everything"
"we were finally","able"
"we were fortunate","enough"
"we were heading","back"
"we were not","going"
"we were quite","happy"
"we were too","busy"
"we weren t","going"
"we will always","love"
"we will be","able"
"we will do","everything"
"we will get","along"
"we will make","sure"
"we will miss","u"
"we will never","forget"
"we will no","longer"
"we will take","care"
"we will then","pick"
"we won t","ever"
"we worked so","hard"
"we would be","able"
"we would have","never"
"we would literally","astound"
"we wouldn t","get"
"we ? ve","got"
"we ´ ll","see"
"weak in the","knees"
"wealth at £","481"
"weapon for an","unlawful"
"weapon for unlawful","purposes"
"weapon in the","hands"
"wear a tank","top"
"wear the same","clothes"
"wearing a t","shirt"
"wearing a trench","coat"
"wearing a walking","boot"
"wearing the same","shit"
"weather bluefield west","virginia"
"weather you never","know"
"weave braids flatiron","color"
"web 2 0","tools"
"website comes from","amazon"
"website for more","information"
"website littleliars dot","org"
"website www flawlessmoneygang","com"
"webster groves high","school"
"wednesday at the","wallingford"
"wednesday don t","forget"
"wednesday i don","t"
"wednesday it s","also"
"wednesday of every","month"
"wednesday pryor s","spokeswoman"
"wednesday s season","opener"
"wee s big","adventure"
"weed and she","don"
"week 2 day","2"
"week 3 more","hours"
"week and a","half"
"week and i","m"
"week and of","course"
"week and the","week"
"week and we","ll"
"week at the","new"
"week but i","m"
"week can t","wait"
"week compared with","35"
"week don t","forget"
"week for an","event"
"week for the","first"
"week have a","great"
"week hope to","see"
"week i can","t"
"week i don","t"
"week i m","beginning"
"week i was","getting"
"week if you","re"
"week in u","s"
"week let me","know"
"week next month","next"
"week of the","year"
"week or so","ago"
"week thanks so","much"
"week that he","plans"
"week the company","s"
"week way to","go"
"week we are","going"
"week were having","dad"
"week when i","m"
"weekend about rangers","first"
"weekend and i","can"
"weekend and it","s"
"weekend are you","going"
"weekend at yoshi","s"
"weekend best of","luck"
"weekend can t","wait"
"weekend conference the","university"
"weekend hope to","see"
"weekend i can","t"
"weekend i don","t"
"weekend it s","going"
"weekend of the","season"
"weekend we d","love"
"weekend you are","welcome"
"weeks ago i","wrote"
"weeks and i","can"
"weeks and we","ll"
"weeks as of","may"
"weeks at a","time"
"weeks before he","died"
"weeks can t","wait"
"weeks i m","just"
"weeks in a","row"
"weeks most employees","put"
"weeks of school","left"
"weeks of the","year"
"weeks till we","get"
"weeks we re","going"
"weight but i","m"
"weight distribution and","downforce"
"weight has been","lifted"
"weight of the","world"
"weight off my","shoulders"
"weights at the","gym"
"weird that i","m"
"welcome and good","luck"
"welcome as an","official"
"welcome can t","wait"
"welcome for more","information"
"welcome have a","great"
"welcome in our","home"
"welcome thanks for","following"
"welcome to h","town"
"welcome to my","new"
"welcome to our","new"
"welcome to san","diego"
"welcome to the","family"
"welcome to today","s"
"welcome to twitter","thanks"
"welcome to your","new"
"welfare of a","child"
"well 1 /","2"
"well after each","addition"
"well and i","don"
"well and it","s"
"well and there","s"
"well and we","ll"
"well as a","good"
"well as the","general"
"well at the","senior"
"well at this","point"
"well back to","work"
"well be the","case"
"well behaved women","seldom"
"well below the","average"
"well can t","wait"
"well damn i","guess"
"well done i","love"
"well for the","first"
"well good to","hear"
"well have a","great"
"well here we","go"
"well i can","t"
"well i didn","t"
"well i don","t"
"well i haven","t"
"well i just","couldn"
"well i ll","try"
"well i m","going"
"well i ve","never"
"well i won","t"
"well i wouldn","t"
"well if i","can"
"well if they","re"
"well if you","re"
"well in that","case"
"well in the","middle"
"well in today","s"
"well into their","80s"
"well it didn","t"
"well it looks","like"
"well it s","just"
"well it was","nice"
"well let me","know"
"well let s","just"
"well not so","much"
"well now i","know"
"well on their","way"
"well on your","way"
"well over $","1"
"well over a","year"
"well over the","last"
"well s /","o"
"well some of","us"
"well spoken and","confident"
"well that s","good"
"well they didn","t"
"well think big","donald"
"well thought out","process"
"well we are","now"
"well we didn","t"
"well we don","t"
"well we ll","see"
"well when i","m"
"well why don","t"
"well with the","new"
"well worth the","wait"
"well worth your","time"
"well you can","say"
"well you re","gonna"
"well you still","look"
"went 0 for","5"
"went 1 for","5"
"went 2 for","3"
"went 3 for","3"
"went all the","way"
"went away how","dare"
"went by gayle","forman"
"went by too","quickly"
"went down the","street"
"went for a","walk"
"went hand in","hand"
"went in the","game"
"went into cardiac","arrest"
"went off the","air"
"went on that","night"
"went on to","become"
"went out of","town"
"went out to","dinner"
"went to a","store"
"went to bed","early"
"went to great","lengths"
"went to his","office"
"went to my","first"
"went to the","library"
"were a big","hit"
"were a few","hours"
"were a wild","one"
"were a year","ago"
"were able to","get"
"were arrested and","given"
"were at least","nine"
"were born this","way"
"were charged with","two"
"were down 3","0"
"were flowers i","d"
"were found on","dec"
"were from the","dollar"
"were given another","chance"
"were going to","get"
"were hard to","find"
"were having a","great"
"were in any","way"
"were in the","first"
"were more than","2"
"were no immediate","reports"
"were not immediately","available"
"were on the","verge"
"were on to","something"
"were out in","full"
"were powerless to","stop"
"were prepared to","make"
"were published in","2011"
"were ready to","go"
"were scheduled to","close"
"were shot and","killed"
"were so many","people"
"were such a","hit"
"were tears of","joy"
"were the only","ones"
"were thrilled to","see"
"were told to","stay"
"were trying to","get"
"were unemployed last","month"
"were up to","date"
"were well under","way"
"were when they","got"
"were worth $","1"
"weren t as","good"
"weren t that","good"
"weren t very","good"
"west bank and","gaza"
"west bank of","cleveland"
"west bank or","gaza"
"west orange high","school"
"west rihanna kid","cudi"
"west side i","m"
"western conference semifinal","series"
"wet tshirt contest","friday"
"wewontwork if you","don"
"what a beautiful","day"
"what a crappy","day"
"what a gorgeous","day"
"what a great","day"
"what a long","day"
"what a mighty","god"
"what a perfect","day"
"what a wonderful","day"
"what all the","fuss"
"what am i","supposed"
"what an amazing","day"
"what anyone else","thinks"
"what anyone who","wants"
"what are some","good"
"what are the","odds"
"what are u","doin"
"what are we","going"
"what are you","looking"
"what are your","plans"
"what can be","done"
"what can i","say"
"what can you","say"
"what comes to","mind"
"what could be","better"
"what d i","miss"
"what did he","say"
"what did i","ever"
"what did she","say"
"what did they","put"
"what did you","think"
"what do i","need"
"what do they","want"
"what do u","mean"
"what do we","mean"
"what do you","think"
"what does it","mean"
"what does one","four"
"what does that","mean"
"what does this","mean"
"what doesn t","kill"
"what else to","say"
"what famous tennis","player"
"what fans can","expect"
"what god has","done"
"what happened i","thought"
"what happened the","last"
"what happened to","us"
"what happens 2","us"
"what happens in","vegas"
"what happens it","still"
"what has been","lost"
"what have i","done"
"what have you","done"
"what he can","t"
"what he had","done"
"what he has","done"
"what he looked","like"
"what he s","done"
"what he was","going"
"what i am","talking"
"what i can","t"
"what i couldn","t"
"what i d","like"
"what i didn","t"
"what i do","remember"
"what i don","t"
"what i found","interesting"
"what i have","now"
"what i just","saw"
"what i know","now"
"what i look","like"
"what i m","talking"
"what i really","want"
"what i said","whatever"
"what i saw","today"
"what i thought","thanks"
"what i ve","done"
"what i wanted","next"
"what i was","thinking"
"what i would","give"
"what i wouldn","t"
"what if i","can"
"what in the","world"
"what is being","done"
"what is it","send"
"what is most","important"
"what is of","interest"
"what is the","best"
"what is this","world"
"what is your","favorite"
"what it feels","like"
"what it felt","like"
"what it had","cost"
"what it is","like"
"what it looked","like"
"what it looks","like"
"what it s","like"
"what it sounds","like"
"what it was","like"
"what it will","look"
"what it would","mean"
"what keeps you","going"
"what kid doesn","t"
"what kind of","car"
"what lies before","us"
"what lies behind","us"
"what lies within","us"
"what looks suspiciously","like"
"what made you","want"
"what makes a","great"
"what makes u","happy"
"what makes you","beautiful"
"what matters is","whether"
"what may i","ask"
"what most of","us"
"what movie to","watch"
"what must be","done"
"what other people","think"
"what people don","t"
"what r the","odds"
"what s a","good"
"what s at","stake"
"what s available","certified"
"what s been","going"
"what s for","dinner"
"what s gonna","happen"
"what s in","store"
"what s it","like"
"what s more","important"
"what s my","line"
"what s on","ur"
"what s really","going"
"what s so","funny"
"what s that","mean"
"what s the","best"
"what s up","man"
"what s ur","favorite"
"what s you","re"
"what s your","favorite"
"what she s","learning"
"what should be","done"
"what should i","get"
"what sick and","twisted"
"what that is","yet"
"what that looks","like"
"what that s","like"
"what the bible","says"
"what the data","show"
"what the doctor","ordered"
"what the future","holds"
"what the hell","let"
"what the iron","tooth"
"what the law","says"
"what the next","step"
"what the other","side"
"what the right","course"
"what the weather","always"
"what they are","going"
"what they can","expect"
"what they don","t"
"what they have","done"
"what they owe","us"
"what they re","talking"
"what they really","mean"
"what they were","told"
"what time of","day"
"what to do","next"
"what took so","long"
"what type of","music"
"what u talkin","bout"
"what was conferon","global"
"what was i","thinking"
"what was it","like"
"what was the","point"
"what was your","favorite"
"what we are","talking"
"what we can","t"
"what we d","need"
"what we didn","t"
"what we do","every"
"what we don","t"
"what we give","winston"
"what we have","learned"
"what we re","going"
"what we really","want"
"what we ve","got"
"what we were","looking"
"what were they","thinking"
"what were you","thinking"
"what will happen","next"
"what will it","take"
"what would be","considered"
"what would have","happened"
"what would you","like"
"what you are","looking"
"what you can","t"
"what you d","like"
"what you do","every"
"what you don","t"
"what you have","made"
"what you haven","t"
"what you look","like"
"what you mean","thanks"
"what you plant","now"
"what you re","saying"
"what you really","want"
"what you said","people"
"what you should","expect"
"what you think","thanks"
"what you ve","got"
"what you want","don"
"what you were","looking"
"what you would","expect"
"what your gonna","get"
"what yur so","inspiring"
"whatever doesn t","kill"
"whatever floats your","boat"
"whatever i don","t"
"whatever it doesn","t"
"whatever makes you","stop"
"whatever you do","don"
"whats going on","tonight"
"whats on my","mind"
"whats your favorite","song"
"wheel of a","car"
"when 10 a","m"
"when a car","lets"
"when a girl","tells"
"when a person","s"
"when a reporter","asked"
"when all else","fails"
"when all is","said"
"when am i","ever"
"when an officer","caught"
"when are they","going"
"when are we","going"
"when are you","coming"
"when becoming a","professional"
"when did it","become"
"when did you","become"
"when do i","get"
"when do you","leave"
"when given the","opportunity"
"when he comes","back"
"when he didn","t"
"when he doesn","t"
"when he first","started"
"when he gets","home"
"when he is","sentenced"
"when he isn","t"
"when he s","going"
"when he took","office"
"when he was","younger"
"when he wasn","t"
"when he wouldn","t"
"when i am","disturbed"
"when i came","across"
"when i can","t"
"when i come","back"
"when i didn","t"
"when i do","go"
"when i don","t"
"when i feel","like"
"when i finally","get"
"when i first","saw"
"when i get","home"
"when i go","back"
"when i got","home"
"when i grew","older"
"when i happened","upon"
"when i have","time"
"when i m","working"
"when i really","needed"
"when i say","‘"
"when i see","people"
"when i seen","subwayfan"
"when i started","playing"
"when i turned","around"
"when i was","little"
"when i went","back"
"when in the","face"
"when is the","next"
"when it all","started"
"when it comes","time"
"when it doesn","t"
"when it first","went"
"when it happens","yeah"
"when it is","time"
"when it isn","t"
"when it s","time"
"when it was","time"
"when it wasn","t"
"when linden tree","won"
"when maricopa county","sheriff"
"when marketing your","brand"
"when no one","s"
"when not in","use"
"when people don","t"
"when s the","next"
"when s your","last"
"when she doesn","t"
"when she gets","home"
"when she isn","t"
"when she was","born"
"when someone you","love"
"when something bad","happens"
"when that time","comes"
"when the alarm","went"
"when the clock","strikes"
"when the going","gets"
"when the heat","win"
"when the holy","spirit"
"when the horse","beat"
"when the lakers","host"
"when the next","one"
"when the power","goes"
"when the quake","hit"
"when the rain","barrel"
"when the state","s"
"when the sun","sets"
"when the time","comes"
"when the vashawasha","heard"
"when the waitress","came"
"when the weather","turns"
"when the whole","family"
"when there is","nothing"
"when they are","ready"
"when they can","t"
"when they come","back"
"when they didn","t"
"when they don","t"
"when they get","sick"
"when they re","ready"
"when they were","young"
"when this year","s"
"when trying to","find"
"when victory is","impossible"
"when was the","last"
"when we came","back"
"when we can","t"
"when we come","back"
"when we didn","t"
"when we don","t"
"when we first","started"
"when we get","back"
"when we got","home"
"when we re","young"
"when we returned","home"
"when we were","little"
"when we work","together"
"when we worked","together"
"when what you","think"
"when will you","finally"
"when you act","like"
"when you are","ready"
"when you can","t"
"when you come","home"
"when you coming","back"
"when you didn","t"
"when you do","let"
"when you don","t"
"when you fall","asleep"
"when you feel","like"
"when you get","back"
"when you go","around"
"when you have","time"
"when you haven","t"
"when you least","expect"
"when you look","around"
"when you make","eye"
"when you meet","someone"
"when you re","lost"
"when you see","one"
"when you stop","chasing"
"when you tell","somebody"
"when you ve","got"
"when you want","something"
"when you weren","t"
"when you would","like"
"when your heart","beats"
"when your work","speaks"
"whenever i feel","like"
"whenever you feel","like"
"where are the","people"
"where are we","getting"
"where are you","going"
"where can i","get"
"where can we","get"
"where d you","get"
"where did u","hear"
"where did you","find"
"where do i","start"
"where do u","live"
"where do you","get"
"where does that","leave"
"where ever you","find"
"where everyone knows","everyone"
"where had a","great"
"where he can","t"
"where he had","spent"
"where he has","worked"
"where he is","now"
"where he played","football"
"where he s","going"
"where he was","born"
"where i am","now"
"where i can","find"
"where i didn","t"
"where i don","t"
"where i ll","b"
"where i m","going"
"where i was","sitting"
"where i would","like"
"where in the","world"
"where is a","good"
"where is the","best"
"where is your","favorite"
"where it all","started"
"where it s","better"
"where it will","go"
"where r u","located"
"where s mine","lol"
"where s our","next"
"where s the","coffee"
"where s your","dad"
"where should we","go"
"where something goes","wrong"
"where the path","may"
"where the u","s"
"where the wild","things"
"where there are","fewer"
"where they are","going"
"where they don","t"
"where they re","coming"
"where they weren","t"
"where this is","going"
"where to be","found"
"where to get","one"
"where value is","created"
"where we are","going"
"where we can","see"
"where we could","park"
"where we re","headed"
"where were you","tonight"
"where you are","going"
"where you aren","t"
"where you can","buy"
"where you didn","t"
"where you don","t"
"where you re","going"
"where you will","see"
"whether a designer","can"
"whether he s","going"
"whether it is","worth"
"whether it s","worth"
"whether the united","states"
"whether we re","talking"
"whether you re","looking"
"which actually isn","t"
"which aired on","qatar"
"which are the","best"
"which as you","can"
"which at the","time"
"which brings us","back"
"which by the","way"
"which do you","prefer"
"which has a","large"
"which has the","potential"
"which have been","cutting"
"which i am","currently"
"which i couldn","t"
"which i d","like"
"which i did","several"
"which i didn","t"
"which i don","t"
"which i have","always"
"which i haven","t"
"which i ll","come"
"which i m","sure"
"which i wasn","t"
"which i will","say"
"which in most","cases"
"which in the","end"
"which in this","case"
"which in turn","will"
"which is a","good"
"which is about","$"
"which is at","first"
"which is being","renovated"
